Country,Year,Unit Code,Salary,Exchange Rate
Denmark,2022,DKK,64397.30730513694,7.437585
Finland,2000,EUR,26597.2142706544,1.0
Finland,2001,EUR,27458.6629584355,1.0
Finland,2002,EUR,28058.4744264674,1.0
Finland,2003,EUR,28876.4240480964,1.0
Finland,2004,EUR,29903.5656230406,1.0
Finland,2005,EUR,30869.0,1.0
Finland,2006,EUR,31945.0,1.0
Finland,2007,EUR,32996.0,1.0
Finland,2008,EUR,34412.0,1.0
Finland,2009,EUR,35363.0,1.0
Finland,2010,EUR,36368.0,1.0
Finland,2011,EUR,37583.0,1.0
Finland,2012,EUR,38673.0,1.0
Finland,2013,EUR,39219.0,1.0
Finland,2014,EUR,39707.0,1.0
Finland,2015,EUR,40202.0,1.0
Finland,2016,EUR,40638.0,1.0
Finland,2017,EUR,40820.0,1.0
Finland,2018,EUR,41651.0,1.0
Finland,2019,EUR,42497.0,1.0
Finland,2020,EUR,42827.0,1.0
Finland,2021,EUR,45033.7268036175,1.0
Finland,2022,EUR,46671.6448874915,1.0
France,2000,EUR,25605.9919617516,1.0
France,2001,EUR,26275.3595068569,1.0
France,2002,EUR,27212.3280722708,1.0
France,2003,EUR,27902.0407226641,1.0
France,2004,EUR,28961.5651237041,1.0
France,2005,EUR,29846.0,1.0
France,2006,EUR,30833.0,1.0
France,2007,EUR,31601.0,1.0
France,2008,EUR,32409.0,1.0
France,2009,EUR,32944.0,1.0
France,2010,EUR,33976.0,1.0
France,2011,EUR,34539.0,1.0
France,2012,EUR,35257.0,1.0
France,2013,EUR,35801.0,1.0
France,2014,EUR,36088.0,1.0
France,2015,EUR,36535.0,1.0
France,2016,EUR,37049.0,1.0
France,2017,EUR,37867.0,1.0
France,2018,EUR,38454.0,1.0
France,2019,EUR,39152.0,1.0
France,2020,EUR,37605.0,1.0
France,2021,EUR,39663.0742689855,1.0
France,2022,EUR,41705.6523785286,1.0
Germany,2000,EUR,27993.2155365741,1.0
Germany,2001,EUR,28786.8606800582,1.0
Germany,2002,EUR,29328.4779857489,1.0
Germany,2003,EUR,29861.6756714718,1.0
Germany,2004,EUR,30179.4977325794,1.0
Germany,2005,EUR,30618.0,1.0
Germany,2006,EUR,31006.0,1.0
Germany,2007,EUR,31490.0,1.0
Germany,2008,EUR,32252.0,1.0
Germany,2009,EUR,32278.0,1.0
Germany,2010,EUR,33101.0,1.0
Germany,2011,EUR,34366.0,1.0
Germany,2012,EUR,35305.0,1.0
Germany,2013,EUR,36132.0,1.0
Germany,2014,EUR,37070.0,1.0
Germany,2015,EUR,38131.0,1.0
Germany,2016,EUR,38988.0,1.0
Germany,2017,EUR,39992.0,1.0
Germany,2018,EUR,41150.0,1.0
Germany,2019,EUR,42376.0,1.0
Germany,2020,EUR,42330.0,1.0
Germany,2021,EUR,43628.4539913455,1.0
Germany,2022,EUR,45457.1888504274,1.0
Greece,2000,EUR,13901.5875162704,1.0
Greece,2001,EUR,14597.7134831297,1.0
Greece,2002,EUR,16273.883665849,1.0
Greece,2003,EUR,17418.7138737669,1.0
Greece,2004,EUR,18324.1733561354,1.0
Greece,2005,EUR,18805.0,1.0
Greece,2006,EUR,19643.0,1.0
Greece,2007,EUR,20363.0,1.0
Greece,2008,EUR,20916.0,1.0
Greece,2009,EUR,22112.0,1.0
Greece,2010,EUR,21025.0,1.0
Greece,2011,EUR,20276.0,1.0
Greece,2012,EUR,19277.0,1.0
Greece,2013,EUR,17707.0,1.0
Greece,2014,EUR,17213.0,1.0
Greece,2015,EUR,17162.0,1.0
Greece,2016,EUR,16618.0,1.0
Greece,2017,EUR,16785.0,1.0
Greece,2018,EUR,16028.0,1.0
Greece,2019,EUR,16061.0,1.0
Greece,2020,EUR,15972.0,1.0
Greece,2021,EUR,16086.0676819615,1.0
Greece,2022,EUR,16173.7807839191,1.0
Hungary,2000,HUF,4605.319440355255,265.693784
Hungary,2001,HUF,5817.585218865143,248.101795
Hungary,2002,HUF,6798.034443219555,236.58013
Hungary,2003,HUF,6892.865143524566,263.232535
Hungary,2004,HUF,8256.086638160421,248.007756
Hungary,2005,HUF,8706.84569768656,254.46391
Hungary,2006,HUF,9185.76252031327,253.969444
Hungary,2007,HUF,9772.836128395396,252.747101
Hungary,2008,HUF,9990.098819666398,265.175455
Hungary,2009,HUF,9534.512131209534,273.071864
Hungary,2010,HUF,9832.397075472032,277.295758
Hungary,2011,HUF,9372.9572765666,304.61784
Hungary,2012,HUF,10320.42851390684,282.616172
Hungary,2013,HUF,9695.201395269169,302.898401
Hungary,2014,HUF,9530.535349003589,308.110184
Hungary,2015,HUF,9360.537817163866,317.822657
Hungary,2016,HUF,9647.211565026602,314.261067
Hungary,2017,HUF,10703.223206032393,313.822849
Hungary,2018,HUF,11271.88432526943,322.991338
Hungary,2019,HUF,11939.561528384,329.5219
Hungary,2020,HUF,11668.838638202022,354.218884
Hungary,2021,HUF,12396.139774350051,365.854772
Hungary,2022,HUF,12816.380314786918,414.646329
Ireland,2000,EUR,27331.5585014795,1.0
Ireland,2001,EUR,29459.3585860953,1.0
Ireland,2002,EUR,31144.0883866038,1.0
Ireland,2003,EUR,33195.171774507,1.0
Ireland,2004,EUR,34886.9498234323,1.0
Ireland,2005,EUR,36949.0,1.0
Ireland,2006,EUR,38297.0,1.0
Ireland,2007,EUR,40628.0,1.0
Ireland,2008,EUR,42827.0,1.0
Ireland,2009,EUR,43425.0,1.0
Ireland,2010,EUR,43033.0,1.0
Ireland,2011,EUR,42870.0,1.0
Ireland,2012,EUR,42951.0,1.0
Ireland,2013,EUR,42328.0,1.0
Ireland,2014,EUR,42536.0,1.0
Ireland,2015,EUR,42948.0,1.0
Ireland,2016,EUR,43741.0,1.0
Ireland,2017,EUR,44923.0,1.0
Ireland,2018,EUR,46318.0,1.0
Ireland,2019,EUR,47879.0,1.0
Ireland,2020,EUR,49192.0,1.0
Ireland,2021,EUR,50665.3046642348,1.0
Ireland,2022,EUR,52970.7845745509,1.0
Italy,2000,EUR,21254.2592738694,1.0
Italy,2001,EUR,21952.1736228934,1.0
Italy,2002,EUR,22437.6667089631,1.0
Italy,2003,EUR,23061.011055201,1.0
Italy,2004,EUR,24074.3778316898,1.0
Italy,2005,EUR,24887.0,1.0
Italy,2006,EUR,25717.0,1.0
Italy,2007,EUR,26282.0,1.0
Italy,2008,EUR,27088.0,1.0
Italy,2009,EUR,27141.0,1.0
Italy,2010,EUR,27807.0,1.0
Italy,2011,EUR,28160.0,1.0
Italy,2012,EUR,27983.0,1.0
Italy,2013,EUR,28387.0,1.0
Italy,2014,EUR,28566.0,1.0
Italy,2015,EUR,28861.0,1.0
Italy,2016,EUR,29121.0,1.0
Italy,2017,EUR,29242.0,1.0
Italy,2018,EUR,29560.0,1.0
Italy,2019,EUR,29882.0,1.0
Italy,2020,EUR,28491.0,1.0
Italy,2021,EUR,30047.6411225516,1.0
Italy,2022,EUR,31529.6786593719,1.0
Japan,2000,JPY,47197.897508874485,97.984308
Japan,2001,JPY,39928.85245146462,113.115265
Japan,2002,JPY,34909.14717892078,124.918672
Japan,2003,JPY,32637.190282678243,132.358717
Japan,2004,JPY,31331.376948452446,139.358913
Japan,2005,JPY,30978.23867481696,143.419161
Japan,2006,JPY,28625.41592601096,155.093991
Japan,2007,JPY,26821.63515250214,164.521364
Japan,2008,JPY,36353.124309494924,121.220145
Japan,2009,JPY,32483.285674342147,130.745179
Japan,2010,JPY,37848.43461706431,110.903662
Japan,2011,JPY,41315.06995335301,102.744253
Japan,2012,JPY,38283.0576570212,108.380972
Japan,2013,JPY,29188.852805788214,142.048337
Japan,2014,JPY,28076.00370973671,147.953357
Japan,2015,JPY,31232.181356635178,133.117247
Japan,2016,JPY,34319.43321604594,122.38314
Japan,2017,JPY,31693.37028087705,133.357354
Japan,2018,JPY,33410.95054480704,128.843416
Japan,2019,JPY,35784.13656014691,122.390378
Japan,2020,JPY,34664.809200850694,125.975221
Japan,2021,JPY,34701.1190872614,128.390067
Japan,2022,JPY,31201.175223759372,144.950132
Korea,2000,KRW,18027.815350724326,1044.538861
Korea,2001,KRW,17827.288836971773,1139.372278
Korea,2002,KRW,17628.30029484335,1229.138129
Korea,2003,KRW,15923.521171266782,1456.687567
Korea,2004,KRW,17464.941823517715,1400.384444
Korea,2005,KRW,20849.95756640803,1234.818868
Korea,2006,KRW,21638.725313209463,1222.821521
Korea,2007,KRW,20208.44511619333,1362.362262
Korea,2008,KRW,15629.16126258055,1832.635643
Korea,2009,KRW,17267.230118383322,1708.893424
Korea,2010,KRW,20368.834063001523,1509.684153
Korea,2011,KRW,21252.30335043197,1517.980591
Korea,2012,KRW,23163.128568113898,1401.581695
Korea,2013,KRW,23222.338201051618,1446.404781
Korea,2014,KRW,24721.935428853565,1374.439032
Korea,2015,KRW,27134.13768965171,1298.508521
Korea,2016,KRW,29572.57822185541,1239.921752
Korea,2017,KRW,29801.68043444293,1281.07229
Korea,2018,KRW,31249.130657118712,1279.306789
Korea,2019,KRW,31752.534616695488,1309.397297
Korea,2020,KRW,32509.364945324403,1322.338473
Korea,2021,KRW,33522.71133370601,1335.848309
Korea,2022,KRW,33757.582381496846,1377.677456
Luxembourg,2000,EUR,40450.0199428042,1.0
Luxembourg,2001,EUR,41699.9604115593,1.0
Luxembourg,2002,EUR,43173.8062004548,1.0
Luxembourg,2003,EUR,43903.7323483615,1.0
Luxembourg,2004,EUR,45429.4621052777,1.0
Luxembourg,2005,EUR,47134.0,1.0
Luxembourg,2006,EUR,48941.0,1.0
Luxembourg,2007,EUR,51345.0,1.0
Luxembourg,2008,EUR,52675.0,1.0
Luxembourg,2009,EUR,53731.0,1.0
Luxembourg,2010,EUR,54841.0,1.0
Luxembourg,2011,EUR,56773.0,1.0
Luxembourg,2012,EUR,57392.0,1.0
Luxembourg,2013,EUR,58993.0,1.0
Luxembourg,2014,EUR,60435.0,1.0
Luxembourg,2015,EUR,61274.0,1.0
Luxembourg,2016,EUR,61538.0,1.0
Luxembourg,2017,EUR,63694.0,1.0
Luxembourg,2018,EUR,65177.0,1.0
Luxembourg,2019,EUR,66409.0,1.0
Luxembourg,2020,EUR,67607.0,1.0
Luxembourg,2021,EUR,72323.2737418547,1.0
Luxembourg,2022,EUR,75691.17737706,1.0
Netherlands,2000,EUR,32019.4883504916,1.0
Netherlands,2001,EUR,33540.0405953487,1.0
Netherlands,2002,EUR,34787.1725603516,1.0
Netherlands,2003,EUR,35835.1949389611,1.0
Netherlands,2004,EUR,36912.3455417605,1.0
Netherlands,2005,EUR,37596.0,1.0
Netherlands,2006,EUR,38538.0,1.0
Netherlands,2007,EUR,39877.0,1.0
Netherlands,2008,EUR,40952.0,1.0
Netherlands,2009,EUR,42034.0,1.0
Netherlands,2010,EUR,42687.0,1.0
Netherlands,2011,EUR,43397.0,1.0
Netherlands,2012,EUR,44104.0,1.0
Netherlands,2013,EUR,45153.0,1.0
Netherlands,2014,EUR,45305.0,1.0
Netherlands,2015,EUR,45931.0,1.0
Netherlands,2016,EUR,46382.0,1.0
Netherlands,2017,EUR,46679.0,1.0
Netherlands,2018,EUR,47173.0,1.0
Netherlands,2019,EUR,48059.0,1.0
Netherlands,2020,EUR,49970.0,1.0
Netherlands,2021,EUR,50980.6565884393,1.0
Netherlands,2022,EUR,52276.7067505389,1.0
Norway,2000,NOK,34290.40339760415,8.087461
Norway,2001,NOK,36286.97584440239,8.028883
Norway,2002,NOK,41699.81465093321,7.346362
Norway,2003,NOK,38914.379116481585,8.202516
Norway,2004,NOK,40625.4259439707,8.218003
Norway,2005,NOK,43613.25940496619,7.96627
Norway,2006,NOK,45180.60414951661,8.142587
Norway,2007,NOK,48880.91059721198,7.96049
Norway,2008,NOK,44487.837734298875,9.240548
Norway,2009,NOK,50397.68987896632,8.446657
Norway,2010,NOK,55445.630349197745,7.939742
Norway,2011,NOK,59970.04543425855,7.682969
Norway,2012,NOK,65119.40272899514,7.343802
Norway,2013,NOK,58571.59575888275,8.502005
Norway,2014,NOK,55979.914994840525,9.137563
Norway,2015,NOK,55101.24547375856,9.547933
Norway,2016,NOK,59457.32969383399,8.97193
Norway,2017,NOK,55393.71933458245,9.796255
Norway,2018,NOK,57246.77268505915,9.749126
Norway,2019,NOK,57475.01479663501,10.113786
Norway,2020,NOK,55425.46677477403,10.68074
Norway,2021,NOK,61830.88603668944,10.119536
Norway,2022,NOK,62077.406986925016,10.524224
Poland,2000,PLN,6886.190232624313,3.855597
Poland,2001,PLN,8006.10621617919,3.63703
Poland,2002,PLN,7522.347140902672,3.982994
Poland,2003,PLN,6527.638473286702,4.6714
Poland,2004,PLN,7397.2306692345255,4.214068
Poland,2005,PLN,8249.515548583557,3.847135
Poland,2006,PLN,8498.795803097435,3.817482
Poland,2007,PLN,9547.855538152111,3.586774
Poland,2008,PLN,9451.720506725014,3.964675
Poland,2009,PLN,9321.037129278584,4.126043
Poland,2010,PLN,10179.133781517528,4.026767
Poland,2011,PLN,9520.643806085664,4.530681
Poland,2012,PLN,10744.04519412367,4.099294
Poland,2013,PLN,10691.697164229256,4.178476
Poland,2014,PLN,10880.23427292911,4.185204
Poland,2015,PLN,10635.425818900996,4.367103
Poland,2016,PLN,10916.028869943866,4.448779
Poland,2017,PLN,12234.908920698697,4.208695
Poland,2018,PLN,12957.564657331868,4.29147
Poland,2019,PLN,14075.180056732712,4.287121
Poland,2020,PLN,14279.234617912753,4.446877
Poland,2021,PLN,14419.048034013624,4.619296
Poland,2022,PLN,16143.442818981179,4.691758
Portugal,2000,EUR,12629.8271789129,1.0
Portugal,2001,EUR,13165.2423505117,1.0
Portugal,2002,EUR,13618.8075181048,1.0
Portugal,2003,EUR,14073.4310887442,1.0
Portugal,2004,EUR,14421.796139073,1.0
Portugal,2005,EUR,14892.0,1.0
Portugal,2006,EUR,15085.0,1.0
Portugal,2007,EUR,15700.0,1.0
Portugal,2008,EUR,16083.0,1.0
Portugal,2009,EUR,16501.0,1.0
Portugal,2010,EUR,16737.0,1.0
Portugal,2011,EUR,16608.0,1.0
Portugal,2012,EUR,16183.0,1.0
Portugal,2013,EUR,16618.0,1.0
Portugal,2014,EUR,16368.0,1.0
Portugal,2015,EUR,16463.0,1.0
Portugal,2016,EUR,16553.0,1.0
Portugal,2017,EUR,16878.0,1.0
Portugal,2018,EUR,17423.0,1.0
Portugal,2019,EUR,18253.0,1.0
Portugal,2020,EUR,18492.0,1.0
Portugal,2021,EUR,19215.1647102476,1.0
Portugal,2022,EUR,20323.3009824094,1.0
Slovak Republic,2000,EUR,5429.35745140709,1.0
Slovak Republic,2001,EUR,5732.17712298375,1.0
Slovak Republic,2002,EUR,6204.56763729585,1.0
Slovak Republic,2003,EUR,6741.05885347917,1.0
Slovak Republic,2004,EUR,7339.87902002877,1.0
Slovak Republic,2005,EUR,7997.0,1.0
Slovak Republic,2006,EUR,8673.0,1.0
Slovak Republic,2007,EUR,9449.0,1.0
Slovak Republic,2008,EUR,9979.0,1.0
Slovak Republic,2009,EUR,10320.0,1.0
Slovak Republic,2010,EUR,10883.0,1.0
Slovak Republic,2011,EUR,11203.0,1.0
Slovak Republic,2012,EUR,11448.0,1.0
Slovak Republic,2013,EUR,11684.0,1.0
Slovak Republic,2014,EUR,11904.0,1.0
Slovak Republic,2015,EUR,12362.0,1.0
Slovak Republic,2016,EUR,12719.0,1.0
Slovak Republic,2017,EUR,13268.0,1.0
Slovak Republic,2018,EUR,13964.0,1.0
Slovak Republic,2019,EUR,14814.0,1.0
Slovak Republic,2020,EUR,15342.0,1.0
Slovak Republic,2021,EUR,16121.5811867596,1.0
Slovak Republic,2022,EUR,17256.4280558476,1.0
Spain,2000,EUR,18526.3841003138,1.0
Spain,2001,EUR,19085.3633075572,1.0
Spain,2002,EUR,19700.3181829895,1.0
Spain,2003,EUR,20229.3730957402,1.0
Spain,2004,EUR,20674.5803882143,1.0
Spain,2005,EUR,21456.0,1.0
Spain,2006,EUR,22107.0,1.0
Spain,2007,EUR,23102.0,1.0
Spain,2008,EUR,24775.0,1.0
Spain,2009,EUR,26083.0,1.0
Spain,2010,EUR,26349.0,1.0
Spain,2011,EUR,26487.0,1.0
Spain,2012,EUR,26271.0,1.0
Spain,2013,EUR,26526.0,1.0
Spain,2014,EUR,26479.0,1.0
Spain,2015,EUR,26852.0,1.0
Spain,2016,EUR,26745.0,1.0
Spain,2017,EUR,26802.0,1.0
Spain,2018,EUR,27095.0,1.0
Spain,2019,EUR,27677.0,1.0
Spain,2020,EUR,27300.0,1.0
Spain,2021,EUR,28265.9045196395,1.0
Spain,2022,EUR,29113.2786476642,1.0
Sweden,2000,SEK,29486.53856650806,8.526906
Sweden,2001,SEK,27626.002606570873,9.397901
Sweden,2002,SEK,29332.29289170299,9.117048
Sweden,2003,SEK,30630.4818078573,8.977073
Sweden,2004,SEK,31709.32332519105,9.000635
Sweden,2005,SEK,31257.000117194017,9.437342
Sweden,2006,SEK,33751.012296082015,9.048736
Sweden,2007,SEK,33902.84824582694,9.43493
Sweden,2008,SEK,31262.204700415405,10.731009
Sweden,2009,SEK,32919.670615512114,10.43765
Sweden,2010,SEK,38587.83237556795,9.124016
Sweden,2011,SEK,40071.63208747679,9.041758
Sweden,2012,SEK,42913.95293470618,8.669488
Sweden,2013,SEK,41791.13241036093,9.060726
Sweden,2014,SEK,41135.781860132534,9.404975
Sweden,2015,SEK,42452.08598737363,9.342674
Sweden,2016,SEK,41677.00531161026,9.749021
Sweden,2017,SEK,42058.64430863989,9.887575
Sweden,2018,SEK,41420.81510833982,10.335166
Sweden,2019,SEK,42251.579316776864,10.451988
Sweden,2020,SEK,44046.87280261169,10.246539
Sweden,2021,SEK,45458.56102045466,10.245879
Sweden,2022,SEK,44324.640816028426,10.886845
Switzerland,2000,CHF,47674.78481979138,1.505863
Switzerland,2001,CHF,51560.94148710373,1.475613
Switzerland,2002,CHF,52271.121280719366,1.477602
Switzerland,2003,CHF,50094.88868412273,1.551268
Switzerland,2004,CHF,50544.973083664445,1.535111
Switzerland,2005,CHF,51625.923234355825,1.542539
Switzerland,2006,CHF,50851.36204746186,1.593153
Switzerland,2007,CHF,49935.08187479947,1.667485
Switzerland,2008,CHF,54138.87550001873,1.574691
Switzerland,2009,CHF,57155.25274510154,1.512057
Switzerland,2010,CHF,66397.73189271765,1.298704
Switzerland,2011,CHF,70040.76180564504,1.233753
Switzerland,2012,CHF,71699.48683492627,1.211501
Switzerland,2013,CHF,71706.80422661392,1.222255
Switzerland,2014,CHF,72872.00807359417,1.201943
Switzerland,2015,CHF,80351.0566568596,1.081193
Switzerland,2016,CHF,80050.56430393859,1.078231
Switzerland,2017,CHF,74303.08390470507,1.164595
Switzerland,2018,CHF,77367.87335326028,1.129125
Switzerland,2019,CHF,80501.2142838992,1.101884
Switzerland,2020,CHF,80295.87968054648,1.077465
Switzerland,2021,CHF,86349.11319349062,1.042034
Switzerland,2022,CHF,94201.12380484433,0.986512
United Kingdom,2000,GBP,36284.10035906236,0.606796
United Kingdom,2001,GBP,37253.98777071071,0.620848
United Kingdom,2002,GBP,36580.205620037144,0.644498
United Kingdom,2003,GBP,35058.82252405956,0.703072
United Kingdom,2004,GBP,37447.887916181084,0.691128
United Kingdom,2005,GBP,39530.17596155985,0.674295
United Kingdom,2006,GBP,41468.515908922345,0.67415
United Kingdom,2007,GBP,41072.90092309746,0.719209
United Kingdom,2008,GBP,33454.813022294635,0.894251
United Kingdom,2009,GBP,33402.43239021061,0.902569
United Kingdom,2010,GBP,36517.5855501951,0.836994
United Kingdom,2011,GBP,36883.98111460709,0.845733
United Kingdom,2012,GBP,38899.6524476415,0.808799
United Kingdom,2013,GBP,38591.86075543032,0.84111
United Kingdom,2014,GBP,41542.390516127,0.792925
United Kingdom,2015,GBP,46068.97200632629,0.722699
United Kingdom,2016,GBP,40612.73473374508,0.839515
United Kingdom,2017,GBP,39548.03541235985,0.881839
United Kingdom,2018,GBP,39742.2687280431,0.900628
United Kingdom,2019,GBP,44445.27421911512,0.830212
United Kingdom,2020,GBP,39887.48340205465,0.915776
United Kingdom,2021,GBP,44824.970848173354,0.853285
United Kingdom,2022,GBP,47348.17989424034,0.85913
United States,2000,USD,44212.92429889283,0.878997
United States,2001,USD,44571.168114758315,0.896247
United States,2002,USD,40069.3646172132,1.018155
United States,2003,USD,34277.28882910697,1.228266
United States,2004,USD,33265.09221116899,1.321096
United States,2005,USD,37866.49039427003,1.19512
United States,2006,USD,35626.83033915873,1.325574
United States,2007,USD,33561.27308978052,1.470564
United States,2008,USD,37946.0191863577,1.335845
United States,2009,USD,34761.96344666008,1.468703
United States,2010,USD,39614.830419148464,1.323469
United States,2011,USD,40795.44601924574,1.319461
United States,2012,USD,42365.67476338809,1.305302
United States,2013,USD,40567.46893495212,1.375018
United States,2014,USD,46099.319234435636,1.246244
United States,2015,USD,53697.71000143728,1.099302
United States,2016,USD,56127.15225813848,1.064173
United States,2017,USD,52305.98426095182,1.174531
United States,2018,USD,55775.27402282923,1.137314
United States,2019,USD,58560.90629271603,1.118579
United States,2020,USD,57947.75256778625,1.21116
United States,2021,USD,65650.18722933231,1.131145
United States,2022,USD,73484.92566417082,1.054141
Israel,2000,ILS,31504.58410022784,3.600387
Israel,2001,ILS,30634.166253134175,3.785044
Israel,2002,ILS,24528.74072571979,4.747364
Israel,2003,ILS,20922.75328788294,5.395106
